Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_533.jpg;0;1;0;5.013298;88.74581;78.50758;1.376804;341.0306;-0.001422904
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_573.jpg;0;1;0;5.013942;88.93497;78.4417;1.35856;341.0102;-0.001507067
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_653.jpg;0;1;0;5.022694;89.31331;78.30968;1.342724;340.9421;-0.001310422
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_695.jpg;0;1;0;5.015872;89.50274;78.24346;1.348973;340.9192;-0.001343252
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_769.jpg;0;1;0;5.005348;89.88171;78.11069;1.378203;340.8671;-0.000961147
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_812.jpg;0;1;0;4.998148;90.07151;78.04404;1.402274;340.8461;-0.001519105
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_853.jpg;0;1;0;5.014277;90.26122;77.97733;1.429844;340.8254;-0.001581414
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_931.jpg;0;1;0;5.021239;90.64082;77.84354;1.495337;340.7924;-0.002149307
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_972.jpg;0;1;0;5.029901;90.82977;77.77679;1.516829;340.731;-0.001547046
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_012.jpg;0;1;0;5.011011;91.01896;77.70985;1.511198;340.6713;-0.0005823695
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_052.jpg;0;1;0;5.020562;91.20776;77.64288;1.50456;340.6914;-0.001554991
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_131.jpg;0;1;0;5.009551;91.58595;77.50845;1.514923;340.6378;-0.001550728
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_172.jpg;0;1;0;5.007085;91.77435;77.4413;1.479437;340.6015;-0.004014608
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_252.jpg;0;1;0;4.983939;92.15005;77.30723;1.358062;340.5461;-0.001479471
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_293.jpg;0;1;0;5.013542;92.33829;77.2399;1.319205;340.5243;-0.001370457
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_373.jpg;0;1;0;5.017116;92.71538;77.10479;1.279627;340.4928;-0.001797482
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_455.jpg;0;1;0;5.015545;93.0925;76.96937;1.271157;340.4132;-0.001267792
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_530.jpg;0;1;0;5.004668;93.47027;76.83337;1.299975;340.3622;-0.0008760905
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_609.jpg;0;1;0;5.014372;93.84866;76.69675;1.35584;340.3232;-0.001552382
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_649.jpg;0;1;0;5.017025;94.03792;76.62828;1.390633;340.3057;-0.001714936
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_689.jpg;0;1;0;5.022324;94.2268;76.55984;1.4202;340.2702;-0.001490133
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_769.jpg;0;1;0;5.008646;94.60509;76.42245;1.496091;340.2237;-0.001430772
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_851.jpg;0;1;0;5.004212;94.98112;76.28545;1.445682;340.1875;-0.001585802
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_893.jpg;0;1;0;4.986565;95.16913;76.2168;1.417649;340.164;-0.001474918
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_35_935.jpg;0;1;0;5.013684;95.35722;76.14806;1.397436;340.1408;-0.001405676
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_010.jpg;0;1;0;5.017401;95.73384;76.01019;1.384745;340.1001;-0.001635241
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_052.jpg;0;1;0;5.023301;95.92188;75.94123;1.381994;340.0633;-0.001354959
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_092.jpg;0;1;0;5.015676;96.11033;75.87204;1.391846;340.0402;-0.001372739
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_171.jpg;-1.773088;1;0;5.005825;96.48717;75.73302;1.425146;339.9243;-0.0008151259
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_251.jpg;-5.340121;1;0;4.98521;96.86306;75.591;1.47078;339.3763;-0.0004206221
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_291.jpg;-7.146739;1;0;5.013919;97.05045;75.51808;1.497653;338.8941;-0.0005537012
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_332.jpg;-8.960157;1;0;5.01578;97.23716;75.4434;1.524556;338.263;359.9905
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_373.jpg;-10.78784;1;0;5.020119;97.42178;75.36733;1.464372;337.4262;359.9779
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_453.jpg;-14.39315;1;0;5.009835;97.78413;75.20607;1.24815;335.2225;359.7948
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_530.jpg;-15;1;0;5.005981;98.13771;75.03159;0.8812549;332.393;359.487
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_612.jpg;-15;1;0;5.009431;98.4798;74.84334;0.3340804;329.5283;359.0539
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_652.jpg;-15;1;0;5.010608;98.64642;74.74387;0.007130611;328.1047;358.7953
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_731.jpg;-15;1;0;5.001549;98.9808;74.53536;359.7202;325.6351;358.5029
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_810.jpg;-15;1;0;5.000604;99.31449;74.31241;359.8544;323.3626;358.5149
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_851.jpg;-15;1;0;5.000735;99.47978;74.19465;0.04868992;322.201;358.6031
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_930.jpg;-13.21585;1;0;5.004177;99.79764;73.95135;0.07044523;319.3917;358.9024
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_36_973.jpg;-11.4226;1;0;5.013917;99.94972;73.82118;0.05337223;317.8928;358.9138
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_049.jpg;-7.81014;1;0;5.009869;100.2436;73.55157;359.9857;315.704;358.8162
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_090.jpg;-6.086842;1;0;5.009822;100.3887;73.41294;0.01359923;314.9323;358.8055
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_171.jpg;-2.451453;1;0;5.012862;100.6744;73.13203;0.02247514;313.8849;358.9089
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_212.jpg;-0.6074964;1;0;5.013666;100.815;72.98888;0.03863702;313.6066;358.9424
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_290.jpg;0;1;0;5.011667;101.094;72.69999;0.0831332;313.3754;359.0167
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_332.jpg;0;1;0;5.011647;101.233;72.55444;0.1267066;313.3339;359.055
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_415.jpg;-3.668699;1;0;5.01921;101.5093;72.26021;0.2812774;313.0341;359.0978
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_492.jpg;-7.30056;1;0;5.011242;101.7812;71.96313;0.4046812;312.191;359.1434
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_533.jpg;-9.083642;1;0;5.004456;101.9145;71.81263;0.4448424;311.4971;359.1458
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_609.jpg;-9.164968;1;0;5.018137;102.1731;71.50838;0.395194;309.7997;359.1275
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_649.jpg;-7.435555;1;0;5.004926;102.3004;71.35356;0.3741221;308.7991;359.1118
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_691.jpg;-5.623023;1;0;5.006306;102.425;71.19913;0.2889572;308.0817;359.1081
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_732.jpg;-3.751318;1;0;5.007521;102.548;71.04286;0.2071094;307.5375;359.0774
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_813.jpg;-0.1447675;1;0;5.010956;102.7914;70.72717;0.08645903;306.9492;359.0008
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_893.jpg;0;0.758227;0;5.009514;103.0332;70.40933;0.01228145;306.7823;358.9662
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_37_933.jpg;0;0.63582;0;5.007371;103.1537;70.24976;359.9939;306.7561;358.9577
